business_id,city,state,postal_code,latitude,longitude,stars,review_count,is_open,Alcohol,Ambience,Parking,BusinessAcceptsCreditCards,GoodForkids,NoiseLevel,OutdoorSeating,RestaurantsDelivery,PriceRange,RestaurantsReservations,RestaurantsTableService
1WBkAuQg81kokZIPMpn9Zg,Phoenix,AZ,85022,33.60731,-112.063404,3,200,1,3,8,4,2,2,3,2,2,2,1,2
1wBKFqiR3vN4-6lmwBGXAQ,Phoenix,AZ,85041,33.388368,-112.1336382,4,6,0,1,0,0,2,2,1,1,1,1,1,1
1WBVqmo7tgF0z0eGf4fPhQ,Las Vegas,NV,89128,36.1969444,-115.2621175,4.5,224,1,1,8,4,2,2,3,2,2,2,2,2
1WD2WT0klJT7t-zL5ZmfUw,North Las Vegas,NV,89030,36.239724658,-115.1105862,2.5,104,1,1,8,4,2,2,2,1,1,2,2,2
1wEexq5NrFK_YQgl6GG6ng,Charlotte,NC,28212,35.2033925,-80.7380972,1,4,1,1,0,0,2,2,3,2,1,1,1,1
1wEJJEc8MtRziNbzF-z8ew,Stuttgart,BW,70174,48.7794,9.17715,4,10,1,1,0,0,1,2,3,1,1,2,2,2
1WsIAW-KSVaxGZtY3pwoUw,Esslingen am Neckar,BW,73730,48.7243,9.33315,3.5,12,1,3,0,0,2,2,4,2,1,2,2,2
1WsXLCPRP2EZ9KoBRTkSbw,Las Vegas,NV,89128,36.1965066,-115.2486868,4,6,1,1,0,0,2,1,3,2,1,2,1,2
1WtUgLhdBdQ39aBvEUbsnw,Charlotte,NC,28205,35.2209337,-80.8104316,3,169,1,3,6,4,2,2,3,2,1,2,2,2
1wU_10DtV6aJbGT26kATuw,Tempe,AZ,85282,33.3924555,-111.939033,2,16,1,1,0,4,2,2,1,1,1,1,1,1
1x8_aJQ-iqvymhRK3SNbLg,Tempe,AZ,85283,33.3771903,-111.9520135,3.5,55,1,3,8,4,2,2,3,2,1,2,2,2
1xcPc2snHooElBQDQl3Ybw,Henderson,NV,89009,35.9424747,-115.1171491,1.5,21,0,3,0,4,2,2,1,1,1,3,1,1
1XdWZTPXPRRaE0SsEbHcQQ,Pittsburgh,PA,15213,40.4435041,-79.9495881,3.5,13,1,3,0,0,2,2,3,1,1,2,1,1
1xEFOt8ArF0k4cpqWUk9gg,Pittsburgh,PA,15202,40.492067,-80.06235,2.5,6,1,1,0,4,2,2,3,1,1,1,1,1
1XEFVSf5zdBFHRScvmU_zQ,Pittsburgh,PA,15206,40.4604323,-79.9252567,5,4,0,1,0,2,2,2,3,2,2,1,1,2
1XeI5PX5RxvFlaAHBKRUYA,Las Vegas,NV,89119,36.104435,-115.1367851,4,43,0,1,0,4,2,2,3,1,1,2,1,1
1xeyFW6daV8jdt3dM1nhqQ,Champaign,IL,61822,40.0836476,-88.2965982,2.5,5,1,1,0,0,2,2,3,1,1,1,1,2
1xLJGxAv4qLIQF2IhJjBvQ,Brook Park,OH,44142,41.4064199,-81.8033857,4,14,1,1,8,4,2,2,3,1,1,1,2,2
1XnxmIP2-BWNkCvREM2czg,Matthews,NC,28105,35.13814631,-80.71752562,3.5,48,1,1,8,4,2,2,3,1,1,1,1,2
1XVWGkcFPvTJV0_q6xX5eA,Concord,NC,28025,35.4323481,-80.6044337,2.5,13,1,3,0,0,2,2,3,1,1,2,2,2
1y2T-ZolJf9piUleotBd-A,Mantua,OH,44255,41.2817859,-81.223671,3.5,15,1,3,8,2,2,2,4,1,1,2,2,2
1YBpnyR_VlJNjrUzNVXYDQ,Phoenix,AZ,85016,33.487608194,-112.0301229,4,4,1,1,0,0,2,2,3,1,1,2,1,2
1YC7AbQMlNb5mLUlwwaa3w,Pittsburgh,PA,15232,40.4556962,-79.9308834,3.5,82,0,3,8,2,2,1,3,2,2,2,2,2
1yDg3q9jjHpwI1co3pw6QA,Gilbert,AZ,85297,33.278987,-111.790745,3,28,0,1,8,4,2,2,3,2,1,1,1,1
1YdO6O1iEqhHTM-N0K5pHA,Scottsdale,AZ,85258,33.5552759,-111.9000624,2.5,3,1,1,0,0,2,2,3,2,1,2,1,2
1YgnHnbPtFWRKWY22fGUTw,Fort Mill,SC,29707,34.9368989,-80.8383901,3,21,1,3,8,0,2,2,3,1,1,2,2,2
1YGQsn4AHPbcVsRmHqbeqQ,Cleveland,OH,44113,41.497873415,-81.69260666,2.5,33,1,1,8,1,2,1,2,1,1,2,1,1
1yjkuM180FSUxo__fR8WAw,Pittsburgh,PA,15222,40.443036,-80.002605,2.5,6,0,3,0,0,2,1,4,1,1,2,1,2
1Yk-GnszDT9g1E1jnD1sIw,Phoenix,AZ,85037,33.465778,-112.241845,3.5,27,1,1,8,4,2,2,3,1,1,1,1,1
1ylA7yyrMMUX1zcu5EqO4Q,Irwin,PA,15642,40.3227967,-79.6979669,2.5,26,1,3,0,4,2,2,3,1,2,2,2,2
1ylgrtS3iSNaf3V68kw4bw,Fort Mill,SC,29715,35.007817004,-80.94416231,4.5,202,1,3,8,2,2,2,3,1,1,2,1,2
1YQaI6yyWa8jSzP0jJX0tw,Scottsdale,AZ,85260,33.6234853,-111.8917853,3.5,111,1,1,8,4,2,2,3,2,2,1,1,1
1YyZKh-R8aDvySArk-hCpg,Henderson,NV,89012,36.025403,-115.046688,3.5,21,0,1,8,4,2,2,1,2,2,1,1,1
1z2LH6CeT13o1GD_VkK01g,Mesa,AZ,85202,33.3788907,-111.8789221,4,28,0,3,0,4,2,1,2,2,1,2,2,2
1Z4_zSITNVQ_Bt027R0S1g,Tempe,AZ,85281,33.4241412,-111.9400737,3.5,127,0,3,8,2,2,1,3,2,1,2,2,2
1Z5S_Lkcl6vA3ZvrAG91TA,Las Vegas,NV,89146,36.1588302,-115.2111651,4.5,156,1,1,8,4,2,2,3,1,1,2,1,2
1zB9uReur5fdEw5slte0gA,Lorain,OH,44052,41.4646606,-82.1327089,3,4,1,1,0,0,2,2,3,1,2,1,1,2
1zgcF2M_rXYdK03BTewM4g,Tempe,AZ,85281,33.4152726,-111.9249979,4,5,1,1,0,0,2,2,1,1,1,1,1,1
1ZgqJjtb91E9tOKhKrzsuw,Scottsdale,AZ,85266,33.7805277,-111.9241916,4,120,1,3,0,4,2,2,3,2,1,2,2,2
1zH3_Agw8CTgSmKgg4JNmg,Phoenix,AZ,85003,33.4493294,-112.0740205,3.5,55,1,1,0,2,2,2,3,2,1,1,1,1
1ZHBhMwi9rdXJ92QPHrWLw,Las Vegas,NV,89110,36.1622362,-115.0621037,1.5,9,0,1,0,0,2,2,1,1,1,1,1,2
1zI3trw5QLNdypXBfudh0w,Cleveland,OH,44130,41.3633332,-81.7592116,3.5,8,1,1,0,4,2,2,1,1,2,2,1,1
1ziIZL9P77FrsXS4_NMiDQ,Las Vegas,NV,89146,36.135635,-115.2304131,4.5,3,0,1,0,0,2,2,3,1,1,2,1,2
1zIPHXKJGnzYraLEXQebig,Charlotte,NC,28209,35.1752633,-80.849552,3,45,1,1,0,4,2,2,3,2,1,2,1,2
1zJdyb0mqvNhE-3xaaHwIA,Scottsdale,AZ,85251,33.4991931,-111.927532,4.5,22,0,3,0,2,2,1,3,1,1,4,2,2
1ZJz840L496LAmQdeDv0WA,Las Vegas,NV,89101,36.167526179,-115.138435,4,344,1,2,8,2,2,2,3,2,1,1,1,1
1ZkcNwQpIESg8LuAHzye6Q,Madison,WI,53715,43.062774,-89.408866,3.5,49,1,2,4,2,2,2,1,2,1,1,1,1
1zKjojtmAHuVOHhtGVxC2Q,Cleveland,OH,44113,41.4895582,-81.7108939,4,41,1,3,4,2,2,1,3,2,1,2,1,2
1zMzkxYgVqJbKGTMQorarA,Henderson,NV,89015,36.033107,-114.985419,4,100,1,1,8,2,2,2,1,2,2,1,1,1
1ZnVfS-qP19upP_fwOhZsA,Las Vegas,NV,89146,36.126663,-115.20992,4,687,1,1,8,4,2,2,3,1,1,1,1,2
1zsM7weLS8fNHomDAqCh4Q,Tempe,AZ,85281,33.4267462,-111.9408348,4,168,1,3,8,1,2,2,3,2,1,2,2,2
1zYltl3s23LN7lxdqM5qmg,Surprise,AZ,85374,33.639281511,-112.3959032,1.5,26,1,1,0,0,2,2,1,1,1,2,1,1
2_70xR8dAmNKj9zP1cAhWQ,Urbana,IL,61802,40.1050134,-88.1925483,4,15,1,3,0,4,2,2,2,2,1,1,1,2
2_hC_X9K080F8zWP4UUB4g,North Las Vegas,NV,89030,36.2113762,-115.104936,3.5,8,1,1,0,0,2,2,3,2,1,1,1,2
2_jWcWOew5DA6wR7_eH36Q,Phoenix,AZ,85016,33.537393,-112.0464382,4,20,1,1,0,0,2,2,1,1,1,2,1,1
2_l1ufFOkdjem7YyQgfWpA,Cleveland,OH,44114,41.5011428,-81.6940726,4,5,0,1,0,0,2,1,3,1,1,2,1,2
2_Sq1VdEUm-aN2gVR-DwBw,Concord,NC,28027,35.373929813,-80.72750206,3,18,1,1,8,0,2,2,3,2,1,1,1,1
2-_HV0XUYK64OylB5J4i6A,Phoenix,AZ,85048,33.304790117,-111.9941942,4,40,1,2,8,4,2,2,3,2,1,1,1,1
2-_UPP_gKEsx2F8BXZf-PA,Pittsburgh,PA,15237,40.5428252,-80.0075487,1.5,6,1,1,0,0,2,2,2,1,1,1,1,1
2-9wu090DJutG_MPUgPWQw,Lakewood,OH,44107,41.485457851,-81.79689167,4,78,1,1,8,0,2,2,3,1,1,2,1,2
2-KaQd8Ozw3A5QgW8hKWDg,Gilbert,AZ,85295,33.2996985,-111.7438168,3.5,6,0,1,0,0,2,2,3,1,1,2,1,1
2-LcaW9vRqBLKe-5Y6ljVA,Madison,WI,53703,43.0792775,-89.3898288,3,3,0,1,0,0,2,2,3,1,1,2,1,2
2-su3xdxOvyF0_2GZN4FLw,Madison,WI,53703,43.074516995,-89.3899215,4,263,1,3,8,2,2,2,3,2,1,2,1,1
2-Y-kNEbrP_m1U9Hc2xH7A,Monroeville,PA,15146,40.4389758,-79.7651547,4,17,0,1,8,4,2,2,3,1,1,2,2,2
20mdLT6sAriyKs9oNouDDA,Madison,WI,53715,43.073391544,-89.39614649,4.5,22,0,1,8,2,2,2,3,1,2,1,1,1
20P1JukOLfR023mnrDeXlw,Las Vegas,NV,89044,36.1891373,-115.2596472,3,19,1,1,8,4,2,2,3,1,1,1,1,1
20vCzyibdvXOxW42h9v_MQ,Charlotte,NC,28208,35.219378,-80.945041,2.5,32,1,1,8,0,2,2,2,1,1,2,1,1
217u7Wad7y90x4el26-TIw,Las Vegas,NV,89130,36.2744842,-115.2525559,4,65,1,1,8,4,2,2,1,1,2,1,1,1
21aN-c-5CjugDRiSdjrH3g,Scottsdale,AZ,85253,33.545141577,-111.9689666,2.5,18,1,3,0,4,2,1,3,2,1,2,1,2
21fK0m8sQFbRQv3RlskE2w,Tempe,AZ,85281,33.426046,-111.9398137,3,113,0,1,8,2,2,2,3,1,2,2,1,1
21HC9HeDaWy3vBHb9AaGGA,Bridgeville,PA,15017,40.356927,-80.106047,4,13,1,3,0,0,2,2,3,1,1,2,1,2
21lt9KBnxcKtQagmImBOpg,Goodyear,AZ,85395,33.465357,-112.35646,4,10,0,1,0,4,2,2,3,2,2,1,1,2
21sGRVR7HEs_t6PdB9tGMw,Las Vegas,NV,89118,36.0853026,-115.2074087,2.5,131,1,3,8,4,2,1,3,1,2,2,2,2
221yaXPE1zmJqDvBVM__tw,Goodyear,AZ,85338,33.4575963,-112.3932216,3,17,1,1,0,4,2,2,3,1,1,1,1,2
2232XZ-3ub4S9cmrHJSDFg,Charlotte,NC,28262,35.310622,-80.749274,4,28,1,1,0,0,2,2,1,2,1,1,1,1
228mfqUuGbnCs1kiupJXZw,Cleveland,OH,44114,41.5094459,-81.662187,4.5,130,1,1,8,4,2,2,3,1,1,2,2,2
22lK-APGWeG1CGQWrw6U5Q,Chandler,AZ,85286,33.2625334,-111.8594296,4,66,0,2,8,4,2,2,1,1,1,2,1,2
22LyWivLY_y_b3ohASfP2Q,Chandler,AZ,85286,33.284548218,-111.8408525,4,326,1,3,8,4,2,2,3,2,1,2,2,2
22MYhTXwSXaS4rW2VOrR-w,Charlotte,NC,28217,35.168473777,-80.87525749,4.5,269,1,1,8,4,2,2,3,2,2,2,2,2
22RFH-U5gboNJgws_GBG3w,Fort Mill,SC,29707,35.007098,-80.8546072,3.5,19,1,1,0,0,2,2,3,1,2,1,1,2
22SabxkOHG2gD4VuVlQR5Q,Madison,WI,53717,43.0714257,-89.5248896,2.5,6,0,2,8,4,2,2,1,2,2,2,1,2
22so15K1aqikL9FHt37CSQ,Tempe,AZ,85281,33.421137113,-111.9250794,3.5,64,1,1,8,1,2,2,3,2,2,1,1,1
22ugGAn6S2cXALsfPgxghg,Glendale,AZ,85310,33.71327397,-112.1417856,2,4,1,1,0,0,2,2,3,1,1,1,1,1
23gakZ_NlN3K0SqOBybwug,Pittsburgh,PA,15218,40.4325712,-79.8936524,4,137,0,3,2,2,2,1,3,2,1,3,2,2
243PQVgkx8eUzVaKCgC-gw,Lorain,OH,44052,41.4761302,-82.1401579,4,4,1,2,0,4,2,1,3,1,1,1,1,2
24f5ie972m_bYpirVW-dZA,Las Vegas,NV,89117,36.147302,-115.2998951,3.5,10,0,2,0,0,2,2,2,1,2,2,1,1
24fW-8hK0hs5KvEYWwWNDw,Madison,WI,53703,43.0745652,-89.391557,3,48,1,3,8,2,2,2,3,1,1,2,1,2
24gFlV5KE-3bmMXAnu_nxQ,Charlotte,NC,28208,35.228855,-80.923791,2,18,1,1,0,4,2,2,4,2,1,1,1,1
24hc1g8a7besgI0tMb3v7w,Bridgeville,PA,15017,40.38229,-80.095557,3.5,15,1,1,8,4,2,2,3,2,1,1,1,1
24IRm_qaeKN5gFVdPb_s8g,Phoenix,AZ,85033,33.494685,-112.219465,3.5,3,1,1,0,0,2,2,3,1,1,2,1,2
24MgaUT4TWO3_kZQlBu8sw,Phoenix,AZ,85050,33.676354,-111.9736513,2.5,7,1,1,0,0,2,2,3,2,1,2,1,2
24QWSJrzQFH_2Fkv33mV9w,Stuttgart,BW,70372,48.802959,9.210664,4,15,1,3,4,0,1,2,3,2,1,1,1,1
24t7-XcaR6yJi_20CPoB2Q,Cleveland Heights,OH,44118,41.4968972,-81.5649732,4,115,0,1,8,2,2,2,3,1,1,1,1,1
24Td_CQH1bonWKff1rt2vg,Phoenix,AZ,85016,33.511032056,-112.0152789,4,120,1,1,8,4,2,2,3,1,1,2,1,2
24UDZTAMDUaugpkchFk60w,Charlotte,NC,28211,35.150823,-80.827849,3,150,1,3,8,4,2,2,3,2,1,2,2,2
24UHe1SZ4cgm6u6bU_L6xA,Champaign,IL,61820,40.1100643,-88.229494,3,42,1,2,8,0,2,2,3,1,1,2,2,2
24wnyPyir6-Bmv6zq7OXHg,Las Vegas,NV,89146,36.1520108,-115.2437024,3,19,0,1,0,0,2,2,3,1,1,1,1,2
24YIAXzArY1w2GXzoUbcmw,Mesa,AZ,85207,33.4158101,-111.6687965,4,92,1,1,8,4,2,2,1,1,1,1,1,2
24ZF_CY04CplqUaOu7U_aQ,Pittsburgh,PA,15238,40.537576,-79.912299,3.5,6,0,3,0,4,2,2,3,2,1,3,2,2
25c15dEPrBrWr4tR1r6sTg,Phoenix,AZ,85051,33.5679274,-112.1495757,3.5,186,1,2,8,4,2,2,3,1,1,2,2,2
25CzbDgm1MsT31NhA6KYog,Carnegie,PA,15106,40.407946,-80.085541,4.5,51,1,1,8,2,2,2,1,1,1,2,2,2
25dhzDnHub7k7lerzP24jw,Middleburg Heights,OH,44130,41.373934,-81.830332,2.5,5,1,1,0,0,2,2,3,1,2,2,1,2
25PEf9-e8_7phdV7JjOHhA,Las Vegas,NV,89119,36.1148675,-115.1335439,3,36,1,1,8,4,2,2,3,2,1,1,1,1
25qudn87oiNYg8jnoi4d1A,Phoenix,AZ,85042,33.3778368,-112.0358954,3,18,0,2,0,0,2,2,3,2,1,2,1,1
25uxgxlqp7sW5F15wguyIA,Las Vegas,NV,89109,36.1427916,-115.1364955,2.5,5,1,1,0,0,2,2,3,1,1,1,1,2
25wTaO0_Rk-GLb4k2uMs0Q,Las Vegas,NV,89109,36.121813034,-115.1693695,4,394,1,3,3,1,2,1,3,1,1,4,2,2
25YVFgR2pkt3u1f2fDBfnw,Charlotte,NC,28217,35.1832688,-80.9194365,3,89,1,3,8,4,2,2,3,2,1,2,2,2
26CMx5t6_h5PWT4gcae4zw,Cleveland,OH,44113,41.482307,-81.686077,5,11,1,1,0,2,2,2,3,2,2,2,1,2
26t8OwTtNwxpsrPfsELvKQ,Harrisburg,NC,28075,35.3217178,-80.6597193,4,53,1,1,8,4,2,2,1,2,1,1,2,1
26Uk74dNTGysPq2ceaj2OA,Lakewood,OH,44107,41.49345201,-81.77818984,4,296,1,3,3,4,2,1,3,1,1,3,2,2
2706goA6nyUtHbOrPoATCw,Pittsburgh,PA,15205,40.4564809,-80.1693684,2,21,1,1,8,4,2,2,3,1,1,1,1,2
27m3lsK3LpZm5XeGM4oVNw,Wilkinsburg,PA,15221,40.4438184,-79.8853354,4,17,1,3,0,4,2,2,1,2,1,2,1,1
27nh-2hNnNkf2dBk9aeKHQ,Middleton,WI,53562,43.102896,-89.48674,4,33,1,1,8,4,2,2,3,2,1,1,1,2
27OH0hv4jhwKDk-hKgqw_A,Avondale,AZ,85323,33.448560884,-112.3078847,4,26,1,1,8,4,2,2,1,1,1,1,1,1
27oxCPhgCaylA0U23r2O2g,North Las Vegas,NV,89030,36.216633678,-115.1182694,4,19,1,1,0,4,2,2,3,1,1,1,1,2
28D2tIP_K95wZKFKmxYT4Q,Pineville,NC,28134,35.082333,-80.877212,4.5,3,1,1,0,0,2,2,3,1,1,1,1,2
28GeAA6PjuHmqgMmp1E2Uw,Eastlake,OH,44095,41.668698,-81.423367,4,27,1,3,8,4,2,2,3,2,1,2,2,2
28iyKGp1CJ_XFDLFSHVQUg,Glendale,AZ,85301,33.5527221,-112.1829362,2,17,1,1,0,0,2,2,3,1,1,1,1,1
28odAlXnrAs_g-QpgfHaUw,Concord,NC,28025,35.4478925,-80.5995299,4,10,1,1,8,0,2,2,3,1,1,1,1,2
28QWYh_xv0uJX_1XEGqiYQ,Gilbert,AZ,85297,33.2903392,-111.7204192,3.5,12,1,1,0,0,2,2,1,1,1,1,1,2
28TFC4YourASpHR3855Vzw,Brunswick,OH,44212,41.255195,-81.841737,4.5,3,0,1,0,0,2,2,3,1,1,2,1,2
296PZdxSrtH08EUwCsOKMw,Las Vegas,NV,89183,36.011478,-115.174141,4.5,115,1,3,1,1,2,1,1,1,1,4,2,2
29o-qEDIRpXmVmSPNsH4sA,Middleton,WI,53562,43.0956058,-89.5108863,4,91,1,3,1,2,2,1,3,2,1,2,2,2
29TiCPFXWtmg4kjZSZIvFg,Cleveland,OH,44119,41.5939758,-81.5405609,4,7,1,1,0,0,2,2,3,1,1,2,1,2
29uk0fZJAWdSQhWhasYI9A,Dane,WI,53529,43.250202,-89.499847,5,6,1,3,0,0,2,1,3,1,1,1,1,2
29XtLRA0y7Nfi4eZF-ZI4A,Glendale,AZ,85308,33.636578135,-112.0140481,3.5,16,0,3,0,4,2,2,3,1,1,2,2,2
2A1wvIFdKQZZe-vtTO7olQ,Seven Hills,OH,44131,41.3671522,-81.6835987,4,78,1,3,8,4,2,2,3,1,1,2,2,2
2a2E-Ev1TLw8PP_2auwuIg,Phoenix,AZ,85048,33.3050646,-111.9985862,3,25,0,3,8,4,2,1,3,2,1,2,2,2
2A9gJkmWbBVoh6kK0jDlxA,Pittsburgh,PA,15238,40.4928363,-79.862643,4.5,3,1,1,0,0,2,2,3,1,2,2,1,2
2ADoawEfSAZpnQSwVEo5Ig,Phoenix,AZ,85023,33.6426268,-112.1003364,2.5,10,1,1,0,0,2,2,3,2,1,1,1,2
2ALi7ZYvil-BAXFa3CMUyA,Strongsville,OH,44136,41.293935,-81.835899,3.5,128,1,3,6,4,2,2,2,2,1,2,2,2
2alo9GzeOsbg4jeKYFQmxQ,Cleveland,OH,44130,41.3592446,-81.8144522,4,53,1,2,8,4,2,2,3,1,1,2,2,2
2aLyQgYUNQDc33U0ZxTT3A,Tempe,AZ,85281,33.4142594,-111.9288941,4,35,1,1,8,2,2,2,3,2,1,1,1,1
2aLZjt3Pkg7WvoJq2LtckA,Lowell,NC,28098,35.2639611,-81.0909679,3,25,1,1,8,4,2,2,3,1,1,2,1,2
2anxB5OiLo_-eFh_o2j-rw,Monroeville,PA,15146,40.439181,-79.766688,2.5,28,1,1,8,4,2,2,2,2,1,1,1,1
2AS4HuJJHTBG6R8D9ldrdA,Cuyahoga Falls,OH,44223,41.1433504,-81.5081147,4,48,1,2,8,4,2,2,1,1,1,2,1,2
2aWEAcLZyKJPvpGAOCnVaA,Monroeville,PA,15146,40.432159,-79.7300601,4,7,0,3,0,0,2,2,3,1,1,3,1,2
2AyROtQ-TVPTKGr7nrOsvA,Peoria,AZ,85382,33.673027371,-112.2377493,3.5,62,1,3,8,4,2,2,3,2,1,1,1,2
2B46bRpDh49eDyjXGhL_ZQ,Las Vegas,NV,89117,36.1272273,-115.2799398,5,207,1,1,8,4,2,2,1,2,1,1,1,2
2B8PZ-j_C9yMf8d1Sl-YmQ,Indian Trail,NC,28079,35.079401624,-80.65501951,4,78,0,2,8,4,2,2,1,1,1,2,1,2
2bA_1zuFULmki0AvlV1jmQ,Pittsburgh,PA,15229,40.5160448,-80.0378082,3.5,14,1,3,8,4,2,2,3,1,1,2,1,2
2BbFeotL85cIaBjSq1SWiA,Las Vegas,NV,89107,36.1680995,-115.1922304,2.5,23,0,2,0,4,2,2,3,2,1,2,1,1
2BEJCBkNzOBXaydBJf5k0A,Champaign,IL,61821,40.1213626,-88.2775335,3,13,1,1,8,4,2,2,3,2,1,1,1,2
2BHReLgbinzeO7rYuxWZ8Q,Las Vegas,NV,89147,36.1148054,-115.2778317,4.5,17,1,1,0,0,2,2,3,2,1,1,1,2
2bK1ng2mnRdtTh_BDNGmIg,Las Vegas,NV,89149,36.2777222,-115.2863093,3,274,1,2,8,4,2,2,3,1,2,2,1,1
2BKcHO7WQ0iGke6EBs_Dsg,Waunakee,WI,53597,43.19204,-89.46344,2,6,1,1,0,0,2,2,3,1,1,1,1,1
2bOEUMiwhQ2VzkdcFhEgMw,Charlotte,NC,28216,35.347048717,-80.86108088,2.5,16,1,1,0,0,2,2,3,2,1,1,1,2
2bQhBtiheGA2IYHNqFFt-w,Las Vegas,NV,89128,36.1968609,-115.2622033,3,4,1,1,0,0,2,1,1,1,1,1,1,2
2bSyNMam79SlwiHwQD6RGg,Las Vegas,NV,89117,36.1423819,-115.2794474,3,16,1,1,0,0,2,2,1,1,1,1,1,1
2bTfMJCido0G8U0tk8hDkg,Davidson,NC,28036,35.4976184,-80.8493383,3.5,119,1,3,8,1,2,2,3,2,1,2,2,2
2bWvHWLHRnMgEufaRuggeg,Pittsburgh,PA,15222,40.4410827,-80.0021328,2.5,12,0,1,0,0,2,1,3,1,1,2,1,1
2bXyG9i01EjS9ttdnXToDw,Phoenix,AZ,85041,33.353999994,-112.0994553,3.5,122,1,3,8,4,2,2,3,2,1,2,2,2
2c3N10T40XI9W6EgoXNOYA,Scottsdale,AZ,85260,33.58125241,-111.9161477,4.5,7,1,1,0,4,2,2,3,2,1,1,1,1
2C5nGjdzF0zMWvD9iVma0g,Madison,WI,53703,43.0747405,-89.3866113,3,37,0,3,8,1,2,1,3,2,1,2,2,2
2c9Vptks_vowLgVUMnCgjw,Scottsdale,AZ,85251,33.501008,-111.92239,3.5,292,1,3,6,2,2,1,2,2,1,2,2,2
2cetuQgbP1Bnzm-uMRlocQ,Madison,WI,53715,43.0679775,-89.4084538,3.5,79,1,3,8,2,2,2,3,1,2,2,2,2
2cfzQGANxuIGcCUrlwnV7w,Pittsburgh,PA,15235,40.4299884,-79.8132914,2.5,16,1,1,8,4,2,2,3,1,1,1,1,1
2CGXZdCDEyM4Ba0Q-K8WyA,Mesa,AZ,85201,33.4300883,-111.8737313,3.5,51,1,3,0,0,2,2,3,2,1,2,2,2
2cib4FSxfh8OxRf9wX5RzQ,Henderson,NV,89014,36.071999619,-115.0760779,4,36,0,1,0,0,2,2,1,1,1,1,1,1
2CmLLrNHS_IBxzFllXx83g,Richfield,OH,44286,41.2670656,-81.6295027,3,40,1,3,8,4,2,2,1,2,1,2,1,2
2Cmpz9lgr-wfOLAwgUf79g,Madison,WI,53719,43.0506402,-89.4976638,4,26,1,1,0,0,2,2,1,1,1,2,2,2
2cMWPqJLjQ-ZvH2HvJvMsA,Cleveland,OH,44119,41.5876464,-81.5401514,4,9,1,1,0,0,1,2,3,1,1,1,1,2
2CNaSduqZIsCRuNvdO_TAQ,Tempe,AZ,85283,33.3497776,-111.9015632,2.5,17,1,1,0,0,2,2,3,2,1,1,1,2
2CNCcHA9txth664ALX1wvA,Pittsburgh,PA,15289,40.4602716,-79.9251042,3.5,22,0,1,0,2,2,2,3,1,1,2,1,2
2cnkFsZCMp2iVEzrkj2QAw,Phoenix,AZ,85040,33.4071598,-112.0324525,2.5,3,1,1,0,0,2,2,1,1,1,1,1,1
2CQc-0KPuF2S8axUdGH24w,Stuttgart,BW,70178,48.77149,9.17602,4,5,0,2,0,0,2,2,3,2,1,2,1,2
2CTHVcbajrh24zM-a6aKBg,Laveen,AZ,85339,33.391091143,-112.1693023,2.5,7,1,1,0,0,2,2,3,1,1,2,1,2
2CWnWhzMBBuj-wdZ6p78Fw,Cornelius,NC,28031,35.487632723,-80.88816879,3,115,0,3,0,4,2,2,3,2,1,2,1,2
2d-bG9IumvPOIwfr9Q4MKQ,Mesa,AZ,85208,33.3770023,-111.6376332,1.5,12,1,1,0,0,2,1,3,2,1,1,1,1
2D2NpSJDyQCBKPRboUcKWQ,Chandler,AZ,85224,33.3373254,-111.8771083,4,30,0,2,0,4,2,2,3,1,1,1,2,2
2d3XmVrEcMJnf9dv67WGZg,Mesa,AZ,85210,33.3871396,-111.8566133,4,5,0,1,0,0,2,2,3,2,1,2,1,2
2d9ABtvEBcGCcN6B13Fy1w,Homestead,PA,15120,40.405157,-79.912799,4.5,7,1,3,0,2,2,1,3,1,1,2,2,2
2d9yZ11uVa83OEQWxe4vlQ,Pittsburgh,PA,15207,40.4252722,-79.9428802,4.5,30,1,1,0,0,1,2,1,1,2,1,1,1
2dCnTMv3Hh-fM8bOjYS4Xw,Las Vegas,NV,89146,36.1437858,-115.2266305,3.5,267,1,2,8,4,2,2,3,2,2,2,1,1
2DmTw0k3bcXuHdAyxO_bkw,Phoenix,AZ,85050,33.677854,-111.978579,3.5,440,1,3,8,4,2,2,3,2,1,2,2,2
2dNjePYVp2AVei4ZoSDaaA,Pittsburgh,PA,15201,40.4727304,-79.9591668,3.5,13,1,3,8,2,2,1,3,2,1,2,1,1
2DO-8SvPvx1rACloHiD9Mw,Charlotte,NC,28277,35.052923,-80.814983,3,22,1,1,0,4,2,2,3,1,2,1,1,1
2DODGcOKKhegTzscdwWRig,Fort Mill,SC,29707,35.002943569,-80.85611642,3.5,24,1,1,8,4,2,2,1,2,1,1,1,1
2dOS56h2QueEIDAdP9-1TQ,Mesa,AZ,85202,33.37844,-111.876416,4,156,0,1,8,4,2,2,3,1,1,1,1,2
2dTjaNEpiVeBAt6JLBQsOw,Streetsboro,OH,44241,41.2420695,-81.3538932,2,7,1,1,0,0,2,2,2,1,1,1,1,1
2DUdvdQE8FOxCHHp59HHzw,Phoenix,AZ,85018,33.4957384,-112.014814,4.5,308,1,1,8,4,2,2,3,2,1,1,1,1
2dUXkonsAdoXKAalTnmlig,Las Vegas,NV,89130,36.254562,-115.2428805,4,29,1,1,0,4,2,2,1,1,1,1,1,1
2Dw0IxKXErYb6apmQ-JtOA,Las Vegas,NV,89123,36.017627,-115.1182839,2,4,0,1,0,0,2,2,3,2,1,3,1,2
